timestamp,action,confidence,price,position,equity
1705330800000.0,0,0.37876937,42278.99,0,105390.01207205697
1705334400000.0,0,0.38926327,42522.61,0,105390.01207205697
1705338000000.0,0,0.33545473,42696.58,0,105390.01207205697
1705341600000.0,0,0.3312574,43015.82,0,105390.01207205697
1705345200000.0,0,0.3116741,42992.67,0,105390.01207205697
1705348800000.0,3,0.57164973,42960.0,0,105390.01207205697
1705352400000.0,3,0.87847954,42716.0,0,105390.01207205697
1705356000000.0,3,0.70772445,42628.0,0,105390.01207205697
1705359600000.0,3,0.3580201,42511.1,0,105390.01207205697
1705363200000.0,3,0.6414932,42600.0,0,105390.01207205697
1705366800000.0,3,0.69758165,42584.34,0,105390.01207205697
1705370400000.0,4,0.56302947,42710.0,0,105390.01207205697
1705374000000.0,3,0.6111132,42924.56,0,105390.01207205697
1705377600000.0,3,0.36731282,42803.19,0,105390.01207205697
1705381200000.0,4,0.30020463,42773.82,0,105390.01207205697
1705384800000.0,4,0.40415308,42741.09,0,105390.01207205697
1705388400000.0,3,0.42740506,42791.13,0,105390.01207205697
1705392000000.0,3,0.46945828,43014.53,0,105390.01207205697
1705395600000.0,3,0.25763988,42940.01,0,105390.01207205697
1705399200000.0,0,0.56198555,42872.0,0,105390.01207205697
1705402800000.0,3,0.36044183,42900.54,0,105390.01207205697
1705406400000.0,3,0.46000475,43156.12,0,105390.01207205697
1705410000000.0,3,0.2998875,42805.83,0,105390.01207205697
1705413600000.0,4,0.49702328,42690.0,0,105390.01207205697
1705417200000.0,3,0.6640935,43252.67,0,105390.01207205697
1705420800000.0,4,0.44195202,43249.72,0,105390.01207205697
1705424400000.0,4,0.61046875,43051.74,0,105390.01207205697
1705428000000.0,3,0.444437,43013.0,0,105390.01207205697
1705431600000.0,3,0.42096066,43166.11,0,105390.01207205697
1705435200000.0,4,0.37483367,43200.01,0,105390.01207205697
1705438800000.0,3,0.9096771,43434.71,0,105390.01207205697
1705442400000.0,3,0.7272899,43206.0,0,105390.01207205697
1705446000000.0,3,0.4981355,43137.95,0,105390.01207205697
1705449600000.0,3,0.5636631,43092.0,0,105390.01207205697
1705453200000.0,3,0.60155815,42970.0,0,105390.01207205697
1705456800000.0,3,0.47102958,42997.25,0,105390.01207205697
1705460400000.0,3,0.6338834,42849.0,0,105390.01207205697
1705464000000.0,3,0.6139164,42854.01,0,105390.01207205697
1705467600000.0,3,0.29978365,42783.39,0,105390.01207205697
1705471200000.0,0,0.4128152,42806.05,0,105390.01207205697
1705474800000.0,3,0.49317953,42655.94,0,105390.01207205697
1705478400000.0,1,0.41151354,42728.76,1,105390.01207205697
1705482000000.0,1,0.5642667,42678.57,1,105929.76109733367
1705485600000.0,1,0.30570436,42850.04,1,105557.7478649986
1705489200000.0,3,0.6625453,42680.16,0,106828.70042424327
1705492800000.0,3,0.5275454,42782.43,0,106828.70042424327
1705496400000.0,3,0.59094566,42609.84,0,106828.70042424327
1705500000000.0,3,0.5238438,42576.01,0,106828.70042424327
1705503600000.0,3,0.40094784,42482.79,0,106828.70042424327
1705507200000.0,4,0.2791537,42360.28,0,106828.70042424327
1705510800000.0,4,0.25252366,42371.1,0,106828.70042424327
1705514400000.0,4,0.25717947,42612.45,0,106828.70042424327
1705518000000.0,2,0.63945264,42611.11,-1,106828.70042424327
1705521600000.0,4,0.4878062,42722.9,0,106838.77849710002
1705525200000.0,0,0.31124565,42676.13,0,106838.77849710002
1705528800000.0,1,0.32636267,42722.14,1,106838.77849710002
1705532400000.0,2,0.29826558,42776.1,1,107184.33364926484
1705536000000.0,2,0.44835553,42660.79,1,107589.59676621358
1705539600000.0,0,0.45037234,42584.62,1,106723.56841159238
1705543200000.0,0,0.43350613,42653.82,1,106151.49851503962
1705546800000.0,4,0.2586323,42592.05,1,106671.22067391385
1705550400000.0,4,0.37456882,42665.0,1,106207.30105319622
1705554000000.0,1,0.3736959,42772.87,1,106755.1873464025
1705557600000.0,1,0.26252928,42807.05,1,107565.33805850895
1705561200000.0,0,0.3749107,42915.33,1,107822.04475490088
1705564800000.0,1,0.2995765,42742.0,1,108635.27474569426
1705568400000.0,4,0.5273901,42743.84,1,107333.49090468742
1705572000000.0,4,0.5209101,42447.66,1,107347.31010659965
1705575600000.0,3,0.3273077,42544.59,0,105122.86922487465
1705579200000.0,3,0.33997014,42433.44,0,105122.86922487465
1705582800000.0,3,0.8733983,42508.0,0,105122.86922487465
1705586400000.0,3,0.7204491,42738.7,0,105122.86922487465
1705590000000.0,2,0.3575261,42619.32,-1,105122.86922487465
1705593600000.0,4,0.29493916,41948.99,0,106003.77351967529
1705597200000.0,0,0.3292846,41816.71,0,106003.77351967529
1705600800000.0,0,0.2939981,41508.95,0,106003.77351967529
1705604400000.0,0,0.2749893,41022.32,0,106003.77351967529
1705608000000.0,4,0.26624382,40835.6,0,106003.77351967529
1705611600000.0,4,0.2750473,41124.0,0,106003.77351967529
1705615200000.0,4,0.27831715,41354.67,0,106003.77351967529
1705618800000.0,0,0.26746547,41327.5,0,106003.77351967529
1705622400000.0,0,0.27798346,41290.5,0,106003.77351967529
1705626000000.0,0,0.2863708,41270.0,0,106003.77351967529
1705629600000.0,3,0.3650252,41119.44,0,106003.77351967529
1705633200000.0,3,0.5000746,41055.87,0,106003.77351967529
1705636800000.0,4,0.3770113,41098.53,0,106003.77351967529
1705640400000.0,4,0.46120262,41210.5,0,106003.77351967529
1705644000000.0,0,0.30443376,41474.0,0,106003.77351967529
1705647600000.0,4,0.39508694,41284.25,0,106003.77351967529
1705651200000.0,4,0.5298013,41289.99,0,106003.77351967529
1705654800000.0,4,0.4161154,41398.37,0,106003.77351967529
1705658400000.0,1,0.33594126,41486.06,1,106003.77351967529
1705662000000.0,1,0.317423,41475.37,1,106677.38488891083
1705665600000.0,3,0.41097072,41337.31,0,106595.26713845895
1705669200000.0,3,0.6008602,41393.08,0,106595.26713845895
1705672800000.0,3,0.6664613,40969.31,0,106595.26713845895
1705676400000.0,0,0.27657998,40894.71,0,106595.26713845895
1705680000000.0,3,0.39062625,40395.01,0,106595.26713845895
1705683600000.0,0,0.28623638,41239.57,0,106595.26713845895
1705687200000.0,4,0.2814369,41808.08,0,106595.26713845895
1705690800000.0,0,0.26230583,41814.27,0,106595.26713845895
1705694400000.0,2,0.3678721,41620.0,-1,106595.26713845895
1705698000000.0,2,0.3688629,41633.83,-1,108080.9988669087
1705701600000.0,2,0.29798216,41687.1,-1,107975.23024692382
1705705200000.0,4,0.3136399,41659.03,0,107567.83368968638
1705708800000.0,3,0.6907095,41482.29,0,107567.83368968638
1705712400000.0,4,0.47244465,41655.42,0,107567.83368968638
1705716000000.0,4,0.45997292,41621.23,0,107567.83368968638
1705719600000.0,0,0.3339178,41634.65,0,107567.83368968638
1705723200000.0,0,0.3255739,41607.2,0,107567.83368968638
1705726800000.0,0,0.34060258,41627.63,0,107567.83368968638
1705730400000.0,0,0.3121066,41672.02,0,107567.83368968638
1705734000000.0,0,0.27336583,41650.95,0,107567.83368968638
1705737600000.0,0,0.4020086,41590.0,0,107567.83368968638
1705741200000.0,2,0.29192796,41521.1,-1,107567.83368968638
1705744800000.0,1,0.40950215,41543.31,-1,108102.43987443413
1705748400000.0,1,0.40608773,41580.83,-1,107930.10891125201
1705752000000.0,1,0.33095106,41620.01,-1,107638.98519497138
1705755600000.0,3,0.47785717,41633.12,-1,107334.98127162716
1705759200000.0,3,0.64349437,41542.99,-1,107233.25867246834
1705762800000.0,3,0.7285542,41570.11,-1,107932.59184273415
1705766400000.0,4,0.4129196,41563.66,0,107722.163399623
1705770000000.0,3,0.71380836,41591.11,0,107722.163399623
1705773600000.0,3,0.43554157,41606.17,0,107722.163399623
1705777200000.0,0,0.3418348,41632.96,0,107722.163399623
1705780800000.0,0,0.34476057,41751.36,0,107722.163399623
1705784400000.0,0,0.36171517,41733.85,0,107722.163399623
1705788000000.0,0,0.36571473,41781.53,0,107722.163399623
1705791600000.0,3,0.37174317,41696.04,0,107722.163399623
1705795200000.0,3,0.4242882,41645.98,0,107722.163399623
1705798800000.0,3,0.35715726,41666.82,0,107722.163399623
1705802400000.0,0,0.42976314,41699.8,0,107722.163399623
1705806000000.0,0,0.37449384,41680.82,0,107722.163399623
1705809600000.0,0,0.41332164,41673.41,0,107722.163399623
1705813200000.0,3,0.48814505,41628.47,0,107722.163399623
1705816800000.0,3,0.4878219,41597.66,0,107722.163399623
1705820400000.0,3,0.5025892,41648.51,0,107722.163399623
1705824000000.0,0,0.3090641,41663.96,0,107722.163399623
1705827600000.0,3,0.50073695,41747.53,0,107722.163399623
1705831200000.0,3,0.49487025,41785.99,0,107722.163399623
1705834800000.0,3,0.4000351,41719.89,0,107722.163399623
1705838400000.0,3,0.57203746,41735.99,0,107722.163399623
1705842000000.0,3,0.6566664,41859.53,0,107722.163399623
1705845600000.0,3,0.7218012,41787.5,0,107722.163399623
1705849200000.0,3,0.5545296,41656.28,0,107722.163399623
1705852800000.0,3,0.45921162,41607.18,0,107722.163399623
1705856400000.0,0,0.3766227,41678.0,0,107722.163399623
1705860000000.0,0,0.38255095,41681.09,0,107722.163399623
1705863600000.0,0,0.37896937,41719.4,0,107722.163399623
1705867200000.0,0,0.36536077,41643.91,0,107722.163399623
1705870800000.0,0,0.36930683,41785.91,0,107722.163399623
1705874400000.0,0,0.35358065,41633.39,0,107722.163399623
1705878000000.0,0,0.34628677,41580.33,0,107722.163399623
1705881600000.0,0,0.31131864,41657.43,0,107722.163399623
1705885200000.0,0,0.29048735,41363.37,0,107722.163399623
1705888800000.0,4,0.2793951,41317.98,0,107722.163399623
1705892400000.0,4,0.29351968,41197.04,0,107722.163399623
1705896000000.0,0,0.27482578,40786.41,0,107722.163399623
1705899600000.0,1,0.31918585,41138.46,1,107722.163399623
1705903200000.0,0,0.33103922,41205.99,1,110511.59161540639
1705906800000.0,3,0.49241942,41043.7,0,111046.65790545568
1705910400000.0,3,0.6599127,40959.0,0,111046.65790545568
1705914000000.0,3,0.3034916,40744.85,0,111046.65790545568
1705917600000.0,3,0.3610471,40703.91,0,111046.65790545568
1705921200000.0,0,0.28274924,40815.99,0,111046.65790545568
1705924800000.0,3,0.36847606,40884.97,0,111046.65790545568
1705928400000.0,3,0.46472389,40943.17,0,111046.65790545568
1705932000000.0,3,0.34556174,40694.75,0,111046.65790545568
1705935600000.0,3,0.4346298,40771.99,0,111046.65790545568
1705939200000.0,3,0.39199558,40518.6,0,111046.65790545568
1705942800000.0,3,0.44831976,40708.0,0,111046.65790545568
1705946400000.0,3,0.32532454,40316.01,0,111046.65790545568
1705950000000.0,3,0.41880938,39820.31,0,111046.65790545568
1705953600000.0,3,0.63410985,40181.2,0,111046.65790545568
1705957200000.0,3,0.66671634,39849.95,0,111046.65790545568
1705960800000.0,3,0.80725497,39832.8,0,111046.65790545568
1705964400000.0,3,0.5153319,39568.02,0,111046.65790545568
1705968000000.0,3,0.47896618,39872.0,0,111046.65790545568
1705971600000.0,3,0.7423118,39830.71,0,111046.65790545568
1705975200000.0,3,0.89199895,40060.46,0,111046.65790545568
1705978800000.0,3,0.4423342,40000.44,0,111046.65790545568
1705982400000.0,1,0.42621845,40065.51,1,111046.65790545568
1705986000000.0,1,0.36533788,40069.34,1,111588.58739647437
1705989600000.0,4,0.33620176,40019.42,1,111620.48519808185
1705993200000.0,1,0.33044004,39780.0,1,111204.73108417909
